Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2,Gene names
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cpsf160
NaN,NaN,NaN,NaN,0.48725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.43991,Cyp6a21
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG10253
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.84723,CG5189
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,sec6
1.0173,0.36393,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.60559,NaN,NaN,NaN,NaN,Rep
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Obp56h
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Obp57c
0.43103,0.7196,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cyp6u1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,ubl
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,phtf
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.49772,
0.12693,0.30574,0.26046,0.27253,0.45567,0.17968,NaN,NaN,NaN,NaN,0.36829,0.42944,NaN,NaN,0.45138,NaN,Cul-2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG11563-RA
0.42545,0.55888,0.71157,0.39862,NaN,NaN,1.987,0.68324,NaN,NaN,0.59947,0.45567,NaN,NaN,NaN,4.3052,CG11337-RD
NaN,NaN,NaN,NaN,NaN,NaN,1.8659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,mRpL32
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,qless
NaN,0.40766,NaN,0.25402,NaN,0.51491,0.25795,0.34928,0.36519,NaN,NaN,NaN,0.26673,0.45695,NaN,0.39797,CG1544
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Npc2h
0.59678,0.83642,NaN,NaN,1.1497,NaN,NaN,NaN,NaN,NaN,1.1014,0.97143,NaN,NaN,NaN,NaN,CG2224-RA
49.935,NaN,NaN,NaN,0.49703,NaN,NaN,NaN,NaN,NaN,1.0528,NaN,NaN,NaN,NaN,NaN,mRpS18C
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.68863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG34317-RA
NaN,NaN,NaN,0.65925,0.61024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.95145,NaN,1.1899,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Tace
NaN,NaN,0.94804,0.90151,0.84557,NaN,0.83082,0.91788,NaN,NaN,NaN,NaN,0.9493,NaN,NaN,0.71524,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,0.4194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,eIF2B-alpha
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yata
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,IntS11
0.41122,0.65222,NaN,NaN,0.37457,0.4494,NaN,NaN,NaN,NaN,NaN,0.36948,0.73892,NaN,NaN,1.0934,CG1969;CG1969-RB
NaN,NaN,NaN,NaN,NaN,NaN,1.7666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG7598
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bub3
NaN,NaN,NaN,NaN,0.97409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Spase12
NaN,NaN,NaN,0.95748,1.4049,2.114,1.5033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Mesh1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG11880
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,alpha-Man-Ib
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cul-5
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,0.40768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,0.72709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,0.44843,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.96191,NaN,NaN,NaN,
0.88952,1.2409,2.2483,0.93479,0.76286,NaN,0.80679,NaN,NaN,NaN,1.0537,1.4841,NaN,1.8357,NaN,1.0799,WASp
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.25422,0.21241,NaN,0.25648,0.44346,NaN,NaN,NaN,NaN,NaN,0.23085,0.22308,NaN,NaN,NaN,NaN,
0.42679,NaN,NaN,NaN,0.70693,0.49497,1.4467,NaN,NaN,NaN,NaN,0.3333,NaN,NaN,NaN,0.5541,mfrn
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BCAS2
0.3926,NaN,NaN,NaN,0.35375,NaN,0.39916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.57042,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Sce
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG12883-RA
NaN,NaN,NaN,NaN,1.164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2133,NaN,NaN,RpS10a
NaN,NaN,NaN,NaN,NaN,0.19661,NaN,0.89631,NaN,NaN,NaN,NaN,NaN,0.37427,0.418,1.182,raps
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,1.1975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2989,
NaN,0.72713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.64782,NaN,NaN,NaN,NaN,NaN,
0.47885,0.55515,NaN,NaN,1.058,0.75031,NaN,1.6577,NaN,NaN,0.56886,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,2.0354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1908,NaN,NaN,1.7646,NaN,
NaN,NaN,NaN,0.67185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG6073
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,0.45752,NaN,0.30967,NaN,0.58554,NaN,1.1596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RpL34a
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.19914,2.9268,NaN,NaN,0.2549,0.32107,NaN,NaN,NaN,NaN,2.0257,0.93406,NaN,NaN,NaN,NaN,
NaN,NaN,0.039636,0.066451,NaN,NaN,0.21765,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Mst57Da
0.16086,0.18955,NaN,NaN,0.19778,0.33145,NaN,NaN,NaN,NaN,0.199,0.29549,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Dhap-at
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Vps33B
NaN,0.55556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.59835,NaN,0.52331,NaN,NaN,NaN,alrm
0.78002,1.0025,1.0361,0.74318,NaN,NaN,NaN,0.65437,NaN,NaN,NaN,0.77502,NaN,0.70269,NaN,0.79153,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG31370-RB
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,0.41521,0.76211,NaN,NaN,0.36837,0.36003,NaN,NaN,NaN,NaN,0.46525,0.41147,0.39394,0.49649,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.41612,0.3532,NaN,0.75523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nup37
NaN,NaN,NaN,0.58962,NaN,NaN,NaN,0.43712,NaN,NaN,NaN,NaN,0.34606,NaN,0.45982,0.4367,to
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG10420
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.37608,0.72113,NaN,NaN,0.95977,NaN,NaN,NaN,NaN,NaN,0.85888,0.49352,NaN,NaN,NaN,NaN,Clbn
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,PQBP1
0.97259,0.99972,1.8025,1.4812,0.63196,NaN,1.5632,1.453,NaN,NaN,1.0334,1.0304,NaN,NaN,1.2882,1.2968,CG13644
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,polybromo
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Rpb10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Syx18
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG5789-RA
0.77445,0.75688,0.72585,0.63127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.64385,NaN,0.38327,0.65421,0.6512,
NaN,1.3168,NaN,NaN,0.22943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.3324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Dis3
NaN,NaN,NaN,NaN,0.48706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.0843,NaN,NaN,NaN,0.62297,NaN,1.7329,1.5763,1.8589,NaN,NaN,1.5318,NaN,NaN,NaN,NaN,
NaN,1.2977,NaN,NaN,0.97128,0.63617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,mask
0.40717,0.48979,NaN,NaN,NaN,0.41557,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG5515-RA
0.38123,0.41315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,mRpS24
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Kal1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG5463
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Ndc1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,eIF4G2
NaN,NaN,NaN,NaN,0.71412,NaN,NaN,NaN,NaN,NaN,NaN,0.21924,NaN,NaN,NaN,NaN,mbc
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,1.1126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6871,1.1379,NaN,1.7844,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG10214
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5545,1.1398,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EloA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2446,0.22619,NaN,NaN,
0.82525,0.84998,1.0136,0.95887,0.96655,1.3183,1.239,0.97927,NaN,NaN,0.67882,0.53147,0.82248,0.84415,0.89262,0.94765,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG13830-RB
1.0387,1.8857,1.0644,0.92625,1.4192,1.0856,0.99051,0.70822,NaN,NaN,1.0545,0.97526,0.90109,0.72189,0.8663,0.98234,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,klg
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Usp12-46
4.1643,3.1203,NaN,NaN,NaN,NaN,2.4849,2.4442,NaN,NaN,3.6611,NaN,NaN,NaN,2.8415,NaN,CG13841-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,1.4048,NaN,NaN,NaN,NaN,0.71826,NaN,NaN,1.0125,NaN,0.76261,HP1c
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG6982-RC
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cyp6d4
NaN,NaN,NaN,NaN,0.47108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nup133
0.59054,0.28338,NaN,0.8564,0.34842,1.8079,NaN,NaN,NaN,NaN,0.44153,0.41301,NaN,NaN,NaN,NaN,mRpL45
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EF-G2
0.298,NaN,NaN,NaN,2.0154,NaN,3.3187,0.7557,NaN,NaN,NaN,NaN,0.56273,NaN,NaN,NaN,CSN6
0.35912,NaN,NaN,NaN,0.14575,0.73965,NaN,NaN,NaN,NaN,0.24258,0.30529,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pebp1
0.39824,0.23419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG5382
0.42671,0.52308,NaN,1.2212,0.32318,0.34261,NaN,NaN,NaN,NaN,0.45022,0.44525,NaN,NaN,3.7055,NaN,Cchl
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,lsn
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44315,NaN,NaN,NaN,NaN,NaN,
0.17462,0.42602,NaN,NaN,0.2169,NaN,NaN,NaN,NaN,NaN,0.60804,0.14115,NaN,NaN,NaN,NaN,Oga
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
1.0295,1.0855,NaN,NaN,NaN,NaN,1.3319,NaN,1.7767,NaN,NaN,NaN,NaN,1.7609,NaN,NaN,CG5862
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Ubpy
0.60827,0.26906,NaN,0.9681,NaN,NaN,NaN,0.64203,NaN,NaN,0.48301,1.0747,0.6682,0.69005,0.55345,0.65988,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,sec15
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RhoGAP93B
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RpS30
NaN,NaN,NaN,NaN,0.5066,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,1.7614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5731,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.25103,0.39743,0.33614,0.59129,0.22253,0.31963,NaN,NaN,0.1929,NaN,0.070479,0.25839,NaN,NaN,NaN,NaN,psidin
NaN,NaN,NaN,NaN,0.74956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Xport
0.42031,0.36717,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,RhoGAP92B
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG6231-RD
0.35215,0.42213,NaN,NaN,0.85833,1.2587,NaN,0.74261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Dys
0.0948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.08389,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,mRpL55
NaN,0.53786,1.4023,NaN,NaN,NaN,NaN,1.1887,NaN,NaN,NaN,0.80736,NaN,NaN,1.3311,1.4798,
NaN,0.36406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36934,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.89679,NaN,snRNP-U1-C
0.66281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Smu1
NaN,NaN,NaN,NaN,0.34925,NaN,NaN,NaN,NaN,NaN,NaN,0.31288,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.70514,0.46047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cpsf73
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CstF-64
NaN,0.61656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44872,0.46361,NaN,NaN,NaN,0.72179,CG7694
0.73083,0.66822,NaN,NaN,NaN,0.39799,NaN,NaN,NaN,NaN,NaN,0.5549,NaN,NaN,NaN,NaN,Nup43
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,PKD
0.67837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,1.0418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2116,Rpb4
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,1.5104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG7993
1.0418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Ssdp
NaN,NaN,0.94129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0544,NaN,1.1206,0.86149,NaN,0.95519,Prx5-RA
NaN,NaN,NaN,0.43857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.42267,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG7477
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,AttD
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,SF1
NaN,0.32035,NaN,NaN,0.21121,NaN,NaN,NaN,NaN,NaN,0.20162,0.21176,NaN,NaN,NaN,NaN,
0.29807,0.46065,0.96474,0.72921,NaN,0.32973,NaN,NaN,NaN,NaN,0.38885,0.37213,NaN,NaN,NaN,NaN,mRpS11
NaN,NaN,NaN,NaN,0.59811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Patr-1
NaN,NaN,0.43722,0.34613,NaN,NaN,0.7356,0.58023,NaN,NaN,NaN,NaN,0.47542,0.44106,0.39691,0.39205,
0.29809,0.61225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.66047,CG17556-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,modSP
NaN,0.66396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.78923,NaN,NaN,NaN,NaN,CG10326
0.70368,0.63357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.55525,NaN,NaN,NaN,NaN,NaN,mRpS33
NaN,NaN,NaN,NaN,0.45586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,0.41429,NaN,NaN,0.39164,NaN,NaN,NaN,NaN,NaN,0.38789,0.57761,NaN,NaN,NaN,NaN,CG17931
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7242,NaN,NaN,NaN,NaN,Sulf1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Bin1
